Meta:worker_code,about_how_many_kilometers_miles_did_you_drive_in_the_last_12_months,at_which_age_did_you_obtain_your_first_license_for_driving_a_car_or_motorcycle,have_you_read_and_understood_the_above_instructions,how_many_accidents_were_you_involved_in_when_driving_a_car_in_the_last_3_years_please_include_all_accidents_regardless_of_how_they_were_caused_how_slight_they_were_or_where_they_happened,how_often_do_you_do_the_following_becoming_angered_by_a_particular_type_of_driver_and_indicate_your_hostility_by_whatever_means_you_can,how_often_do_you_do_the_following_disregarding_the_speed_limit_on_a_motorway,how_often_do_you_do_the_following_disregarding_the_speed_limit_on_a_residential_road,how_often_do_you_do_the_following_driving_so_close_to_the_car_in_front_that_it_would_be_difficult_to_stop_in_an_emergency,how_often_do_you_do_the_following_racing_away_from_traffic_lights_with_the_intention_of_beating_the_driver_next_to_you,how_often_do_you_do_the_following_sounding_your_horn_to_indicate_your_annoyance_with_another_road_user,how_often_do_you_do_the_following_using_a_mobile_phone_without_a_hands_free_kit,if_you_answered_other_in_the_previous_question_please_describe_the_place_where_you_are_located_now_below,if_you_answered_other_in_the_previous_question_please_describe_your_input_device_below,in_which_type_of_place_are_you_located_now,in_which_year_do_you_think_that_most_cars_will_be_able_to_drive_fully_automatically_in_your_country_of_residence,on_average_how_often_did_you_drive_a_vehicle_in_the_last_12_months,please_provide_any_suggestions_that_could_help_engineers_to_build_safe_and_enjoyable_automated_cars,what_is_your_age,what_is_your_gender,what_is_your_primary_mode_of_transportation,which_input_device_are_you_using_now,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209
U71606312737284DF67079B,1001__5000_km_622__3107_mi,21.0,yes,1,0_times_per_month,1_to_3_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,1_to_3_times_per_month,1_to_3_times_per_month,,,indoor_dimlight,2040,4_to_6_days_a_week,,33,male,private_vehicle,desktop_keyboard,,13.0,18.0,,,,,33.0,,,,,22.0,,18.0,6.0,,,19.0,,,,20.0,,35.0,23.0,,,,,12.0,,,17.0,,,,,,,,,,,,,18.0,,,,21.0,64.0,16.0,7.0,,29.0,,26.0,14.0,,,,,15.0,,,,19.0,,27.0,,,,34.0,,,,,,20.0,17.0,,16.0,,75.0,,17.0,,42.0,,,,,,12.0,,,15.0,,,,,,,,,,,,25.0,,,,,14.0,15.0,,,31.0,20.0,18.0,,22.0,,,20.0,,,17.0,29.0,17.0,,14.0,17.0,,,,,,,,12.0,,18.0,,,,,,,,,,,18.0,11.0,22.0,12.0,,12.0,19.0,,12.0,,,,,,,24.0,14.0,30.0,,,,,12.0,15.0,,49.0,,,,17.0,,,,17.0,,,13.0,,,26.0,,,,,,,,,,,16.0,,,,29.0,
U71606313520661DF9469B,35001__50000_km_21749__31069_mi,18.0,yes,0,1_to_3_times_per_month,4_to_6_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,4_to_6_times_per_month,1_to_3_times_per_month,,,indoor_dimlight,2100,4_to_6_days_a_week,A vehicle that is small in size and comfortable when maneuvering,22,male,private_vehicle,desktop_keyboard,,,,,,20.0,9.0,100.0,8.0,0.0,,,30.0,0.0,19.0,,19.0,,,51.0,,0.0,19.0,,0.0,0.0,,40.0,19.0,,,40.0,19.0,,19.0,,,,20.0,100.0,72.0,,,,,,19.0,,,,19.0,31.0,32.0,19.0,,40.0,,,,19.0,,,,80.0,,,,,10.0,,29.0,,,,,0.0,0.0,60.0,,29.0,70.0,,,70.0,,,60.0,9.0,20.0,,0.0,80.0,80.0,,,60.0,60.0,,39.0,20.0,31.0,71.0,,0.0,,10.0,,,,,,60.0,,,19.0,20.0,11.0,8.0,0.0,,,,30.0,,19.0,,,60.0,,0.0,,100.0,39.0,,,,20.0,,19.0,19.0,19.0,40.0,60.0,,,,60.0,30.0,,,,,,,,,,,,,30.0,0.0,79.0,,,,,60.0,19.0,,,100.0,29.0,19.0,71.0,7.0,0.0,,0.0,,80.0,,40.0,0.0,19.0,,30.0,,,60.0,,9.0,,29.0,71.0,,,,,,0.0,32.0,,,20.0,80.0,19.0,0.0,19.0,
U71606314355858DF90429B,1__1000_km_1__621_mi,18.0,yes,0,1_to_3_times_per_month,0_times_per_month,0_times_per_month,1_to_3_times_per_month,0_times_per_month,1_to_3_times_per_month,1_to_3_times_per_month,,,indoor_brightlight,2040,every_day,testing and more testing until AI is completely able to interpret human reaction plus safety measures,44,male,private_vehicle,desktop_keyboard,,52.0,,,59.0,,19.0,,,54.0,,60.0,53.0,,47.0,40.0,53.0,40.0,60.0,40.0,,,19.0,,19.0,,19.0,60.0,40.0,,,54.0,59.0,61.0,60.0,40.0,,,24.0,,,,,,,,23.0,60.0,,,,55.0,39.0,19.0,60.0,60.0,,20.0,40.0,54.0,21.0,,80.0,47.0,40.0,,44.0,,,,,60.0,48.0,,,,47.0,44.0,,,21.0,32.0,,40.0,,,,40.0,,40.0,,,,,39.0,60.0,40.0,,60.0,,,,60.0,,26.0,39.0,19.0,,,60.0,48.0,,,39.0,53.0,53.0,40.0,,53.0,,,,,80.0,60.0,,,,,20.0,,,,20.0,19.0,51.0,,42.0,59.0,,40.0,60.0,,,,20.0,,,80.0,52.0,,,,,60.0,,,,,39.0,,,,,20.0,60.0,,60.0,28.0,40.0,52.0,,,59.0,57.0,,,,,,47.0,59.0,,,47.0,,,,39.0,54.0,68.0,,40.0,53.0,53.0,,39.0,,,,,,39.0,80.0,,52.0,,52.0,40.0,
U71606314467588DF45059B,i_prefer_not_to_respond,18.0,yes,i_prefer_not_to_respond,i_prefer_not_to_respond,i_prefer_not_to_respond,i_prefer_not_to_respond,i_prefer_not_to_respond,i_prefer_not_to_respond,i_prefer_not_to_respond,i_prefer_not_to_respond,"Indoor, bright light",Laptop keyboard,indoor_brightlight,2035,i_prefer_not_to_respond,with more advanced gps and ctenology and oneself to put more money to everything that one proposes,53,female,public_transportation,laptop_keyboard,,,60.0,79.0,50.0,,,,79.0,59.0,78.0,,,,,,,96.0,39.0,100.0,,,0.0,,,,,99.0,,0.0,,,59.0,100.0,,,100.0,,,,79.0,100.0,20.0,,,81.0,0.0,100.0,,,,100.0,,61.0,,,,59.0,100.0,,19.0,,100.0,100.0,79.0,80.0,,99.0,,,,,59.0,61.0,,,,59.0,,,,,,,79.0,,,73.0,100.0,39.0,20.0,,,,60.0,,100.0,79.0,80.0,39.0,,60.0,,0.0,,,19.0,,,1.0,98.0,81.0,,100.0,59.0,,,,40.0,60.0,19.0,,100.0,80.0,0.0,,60.0,100.0,,0.0,,,,,20.0,,81.0,,98.0,80.0,,0.0,,39.0,40.0,,,59.0,,,,100.0,,,100.0,20.0,100.0,0.0,,60.0,59.0,40.0,,,0.0,77.0,,59.0,80.0,,,,60.0,,100.0,19.0,,,19.0,81.0,,,61.0,,79.0,59.0,,,,,0.0,39.0,39.0,80.0,,61.0,,,,61.0,,40.0,81.0,,100.0,,100.0,,99.0,
U71606315418489DF37139B,1001__5000_km_622__3107_mi,,yes,0,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,,,indoor_dark,2030,every_day,,26,male,private_vehicle,laptop_keyboard,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U71606318859885DF34989B,1001__5000_km_622__3107_mi,20.0,yes,0,1_to_3_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,1_to_3_times_per_month,1_to_3_times_per_month,,,indoor_dimlight,2100,once_a_month_to_once_a_week,,35,male,walkingcycling,desktop_keyboard,62.0,22.0,,,74.0,,,69.0,10.0,,,,55.0,,26.0,,0.0,,,,,,8.0,49.0,,,22.0,60.0,,,0.0,,56.0,,0.0,,22.0,,9.0,,56.0,,19.0,1.0,,22.0,,,,45.0,11.0,,31.0,,28.0,,40.0,1.0,,,4.0,15.0,73.0,,31.0,26.0,,65.0,,25.0,,,,,,46.0,0.0,,,,21.0,,5.0,58.0,72.0,,,64.0,,,,,,,,12.0,53.0,,,22.0,2.0,,55.0,0.0,,60.0,0.0,,59.0,,,67.0,32.0,,13.0,5.0,,57.0,,4.0,37.0,,61.0,35.0,,,,,35.0,,37.0,60.0,,29.0,,62.0,10.0,,,39.0,,1.0,,,,0.0,39.0,,45.0,56.0,,34.0,71.0,,,12.0,45.0,0.0,,,26.0,,59.0,,,31.0,65.0,,,,,77.0,,21.0,,2.0,,,,75.0,,0.0,11.0,15.0,30.0,,58.0,,,,,,46.0,31.0,55.0,20.0,60.0,,34.0,12.0,,,,,,63.0,,20.0,33.0,24.0
U71606316189086DF60229B,1__1000_km_1__621_mi,24.0,yes,0,1_to_3_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,4_to_6_times_per_month,0_times_per_month,,,indoor_dimlight,2050,every_day,tener alumbrado y rayado siempre visible,56,female,private_vehicle,desktop_keyboard,,0.0,0.0,0.0,,0.0,100.0,,,40.0,,,39.0,,,,,,100.0,,40.0,0.0,,0.0,,0.0,,99.0,20.0,0.0,0.0,,100.0,100.0,,0.0,,100.0,,,0.0,,,0.0,18.0,0.0,,0.0,39.0,,0.0,100.0,0.0,0.0,0.0,,,0.0,,19.0,0.0,100.0,,,,0.0,,0.0,,100.0,19.0,,19.0,100.0,0.0,,,0.0,,,39.0,,,,,,,0.0,,60.0,,,,,,0.0,,20.0,,,,0.0,100.0,0.0,,100.0,0.0,0.0,,,100.0,,,,,0.0,,,,,20.0,,,,,,0.0,100.0,,,,,,19.0,,,100.0,0.0,,,19.0,40.0,,0.0,0.0,0.0,19.0,,80.0,0.0,,0.0,,,,0.0,,60.0,,,0.0,,,0.0,100.0,100.0,100.0,0.0,20.0,0.0,0.0,,100.0,0.0,100.0,0.0,,100.0,,,,,0.0,0.0,,,100.0,0.0,0.0,,0.0,0.0,39.0,,100.0,100.0,,,,,,,,100.0,,0.0,,,100.0,
U71606315402022DF6069B,1001__5000_km_622__3107_mi,23.0,yes,0,1_to_3_times_per_month,0_times_per_month,1_to_3_times_per_month,0_times_per_month,0_times_per_month,1_to_3_times_per_month,0_times_per_month,,,indoor_dimlight,2090,1_to_3_days_a_week,-,34,male,private_vehicle,laptop_keyboard,,31.0,,,25.0,3.0,,,,,,50.0,47.0,10.0,,10.0,,90.0,43.0,4.0,47.0,4.0,,12.0,7.0,13.0,8.0,9.0,,4.0,,,37.0,,,,,87.0,,,,19.0,,2.0,,,5.0,20.0,,15.0,,4.0,9.0,11.0,70.0,4.0,15.0,,,37.0,10.0,,75.0,,,,32.0,66.0,,,79.0,3.0,83.0,5.0,30.0,,3.0,,,,,,,9.0,46.0,,75.0,,,4.0,18.0,,,18.0,,20.0,,9.0,,,,,,5.0,,87.0,,,,,,68.0,87.0,,,,98.0,,,3.0,,67.0,9.0,,,10.0,,9.0,,,31.0,40.0,,89.0,7.0,14.0,73.0,,5.0,,,,25.0,,30.0,23.0,22.0,7.0,,15.0,,15.0,6.0,5.0,,4.0,7.0,,,,,,,,10.0,12.0,,9.0,,8.0,,,,33.0,,10.0,3.0,11.0,,,,,13.0,3.0,,,,9.0,12.0,,,14.0,,34.0,,,3.0,40.0,29.0,,4.0,,11.0,20.0,,36.0,5.0,,,
U71606315632742DF91839B,1__1000_km_1__621_mi,18.0,yes,0,0_times_per_month,1_to_3_times_per_month,1_to_3_times_per_month,1_to_3_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,,,indoor_brightlight,2100,1_to_3_days_a_week,My suggestion for safer cars is regarding the seat belt and air bag with an automated system to the use of this.,42,female,public_transportation,desktop_keyboard,,0.0,0.0,,,11.0,,20.0,0.0,0.0,,,,,,0.0,,8.0,0.0,7.0,,,,0.0,0.0,1.0,0.0,,0.0,,,20.0,0.0,,0.0,,,,0.0,19.0,,,0.0,,,,,,7.0,,10.0,,,,,0.0,,,,,8.0,17.0,40.0,,0.0,,,12.0,10.0,0.0,,0.0,10.0,,0.0,0.0,,,,8.0,0.0,,,10.0,,0.0,0.0,,,0.0,,,0.0,,,0.0,40.0,,0.0,,,,0.0,,,10.0,,,9.0,0.0,8.0,0.0,,12.0,,0.0,,,,0.0,0.0,,0.0,,0.0,0.0,,,0.0,0.0,,19.0,,,0.0,,0.0,0.0,19.0,0.0,,,,,,0.0,,9.0,11.0,0.0,,,,,19.0,,,0.0,0.0,,0.0,,0.0,,,9.0,19.0,0.0,,,0.0,,,,,7.0,0.0,5.0,,12.0,0.0,,,,,0.0,,,0.0,5.0,,0.0,0.0,0.0,,,9.0,0.0,0.0,0.0,0.0,,,8.0,7.0,,,12.0,0.0,0.0
U71606316076375DF95979B,35001__50000_km_21749__31069_mi,26.0,yes,0,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,,,indoor_brightlight,2035,1_to_3_days_a_week,,30,male,walkingcycling,desktop_keyboard,80.0,,,,,0.0,42.0,82.0,,0.0,20.0,19.0,10.0,,17.0,,,,11.0,87.0,,24.0,0.0,55.0,0.0,,100.0,,20.0,0.0,0.0,,,42.0,0.0,,13.0,,,87.0,,,,0.0,41.0,,,,,66.0,0.0,,,,,,60.0,,32.0,,0.0,,,77.0,0.0,,,68.0,0.0,,,,74.0,,0.0,,,,,33.0,18.0,,,,,19.0,68.0,0.0,,0.0,38.0,27.0,,0.0,,,20.0,9.0,1.0,,,31.0,55.0,,,,,21.0,92.0,76.0,,65.0,,43.0,,,,,0.0,17.0,41.0,,44.0,76.0,,,1.0,80.0,,0.0,17.0,56.0,100.0,80.0,0.0,,,,,,0.0,14.0,27.0,,2.0,0.0,,,93.0,24.0,,,,,,,39.0,,2.0,0.0,0.0,,22.0,36.0,,,,,80.0,39.0,,,0.0,0.0,,,0.0,,0.0,,,,,,1.0,,100.0,0.0,,,88.0,,,0.0,81.0,,,,,25.0,0.0,,70.0,,69.0,20.0,,26.0,,3.0
U71606315924128DF62369B,1001__5000_km_622__3107_mi,26.0,yes,1,1_to_3_times_per_month,1_to_3_times_per_month,1_to_3_times_per_month,1_to_3_times_per_month,0_times_per_month,10_or_more_times_per_month,1_to_3_times_per_month,,,indoor_dimlight,2041,once_a_month_to_once_a_week,,33,male,public_transportation,laptop_keyboard,,,,71.0,40.0,,,,3.0,,,,29.0,42.0,3.0,2.0,0.0,73.0,65.0,1.0,,,0.0,,,,3.0,,,0.0,0.0,11.0,,2.0,,,,6.0,,,73.0,10.0,,,,7.0,0.0,65.0,,0.0,,12.0,,,,26.0,,0.0,,0.0,,,,71.0,7.0,17.0,,72.0,,,,,,30.0,,,,39.0,,,11.0,,,7.0,19.0,,2.0,,,,4.0,,,4.0,1.0,13.0,27.0,,,10.0,0.0,10.0,34.0,0.0,,,,70.0,,,24.0,7.0,12.0,,0.0,,34.0,,,20.0,,,6.0,11.0,40.0,,,,,,11.0,,,39.0,0.0,,3.0,,2.0,28.0,0.0,0.0,40.0,5.0,,0.0,1.0,,,7.0,,,33.0,14.0,,,,1.0,,,30.0,34.0,40.0,40.0,,2.0,,,,,,70.0,2.0,40.0,7.0,,,3.0,0.0,,13.0,,40.0,,4.0,0.0,,,3.0,,,0.0,0.0,32.0,3.0,11.0,3.0,,40.0,4.0,,,5.0,,,,,19.0,,
U71606316674025DF36719B,0_km__mi,18.0,yes,0,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,,,indoor_dimlight,2030,never,"This type of technology is quite complex, the care, dedication and dedication to taking care of small details in terms of risks, is my contribution or suggestion for engineers.",60,male,public_transportation,desktop_keyboard,,,,,,,,80.0,,,,,60.0,79.0,7.0,,40.0,100.0,,,,19.0,39.0,39.0,,19.0,19.0,,,,19.0,40.0,,19.0,8.0,19.0,19.0,,,81.0,100.0,19.0,,,,,,,,,11.0,40.0,9.0,,,39.0,,,,,,40.0,40.0,,,40.0,40.0,,19.0,19.0,9.0,,,40.0,,19.0,,50.0,9.0,,19.0,19.0,40.0,,39.0,,,81.0,,,40.0,60.0,60.0,,,,,,19.0,19.0,,39.0,80.0,,19.0,,,100.0,60.0,,19.0,59.0,,8.0,19.0,19.0,19.0,,,8.0,,,9.0,,,,60.0,39.0,80.0,,79.0,,39.0,10.0,40.0,,20.0,,,,,,39.0,,,8.0,19.0,9.0,100.0,39.0,,19.0,40.0,,,,,,,,,20.0,60.0,80.0,10.0,,,19.0,,,,51.0,,,19.0,,10.0,,,,,19.0,19.0,9.0,19.0,40.0,40.0,10.0,19.0,39.0,,,80.0,,80.0,,19.0,100.0,,39.0,19.0,,,,,100.0,19.0,,19.0,
U71606315279407DF56019B,5001__15000_km_3108__9321_mi,18.0,yes,1,1_to_3_times_per_month,1_to_3_times_per_month,1_to_3_times_per_month,1_to_3_times_per_month,1_to_3_times_per_month,1_to_3_times_per_month,7_to_9_times_per_month,,,indoor_dimlight,2050,1_to_3_days_a_week,limit veliciti in city,25,male,private_vehicle,laptop_keyboard,,1.0,,23.0,41.0,,60.0,39.0,18.0,1.0,,54.0,2.0,,,,24.0,7.0,58.0,,,20.0,,,,,,14.0,18.0,0.0,,1.0,,44.0,0.0,1.0,,,,,16.0,,5.0,,21.0,,,,,,0.0,,,,20.0,,,23.0,16.0,15.0,,,81.0,12.0,,,60.0,,,,19.0,53.0,20.0,,,,59.0,,,12.0,61.0,,42.0,,,0.0,19.0,20.0,15.0,17.0,,,,,5.0,12.0,1.0,,14.0,9.0,6.0,,,,0.0,,,10.0,0.0,18.0,18.0,40.0,81.0,39.0,59.0,,,,61.0,7.0,,,62.0,,2.0,,,,3.0,,0.0,,,,57.0,46.0,,,62.0,9.0,12.0,18.0,,21.0,0.0,,,,,3.0,41.0,13.0,,,,,,,,3.0,,,23.0,,,3.0,,,,21.0,,,6.0,27.0,,,,,1.0,,1.0,,,,,60.0,,,,,,,,77.0,8.0,7.0,,,60.0,,20.0,,78.0,,26.0,6.0,12.0,0.0,,7.0
U71606318727408DF19039B,20001__25000_km_12428__15534_mi,18.0,yes,1,1_to_3_times_per_month,0_times_per_month,1_to_3_times_per_month,0_times_per_month,0_times_per_month,7_to_9_times_per_month,0_times_per_month,,,indoor_dark,2045,1_to_3_days_a_week,must ensure that they can be safe for all users,19,male,motorcycle,desktop_keyboard,0.0,0.0,,,,,,,0.0,0.0,,,,0.0,,0.0,1.0,,0.0,10.0,,0.0,20.0,0.0,0.0,0.0,,,,0.0,1.0,,,,,,,,,0.0,,0.0,0.0,,,,0.0,20.0,0.0,,0.0,19.0,,,0.0,0.0,,,,,0.0,,80.0,0.0,4.0,,,,,,,,0.0,0.0,19.0,,,0.0,,0.0,,0.0,0.0,,0.0,,50.0,,,0.0,,,20.0,19.0,0.0,7.0,,,0.0,,,0.0,1.0,0.0,,,0.0,,,0.0,,0.0,40.0,0.0,11.0,,,,20.0,,,,0.0,,,0.0,0.0,0.0,5.0,,1.0,0.0,,0.0,,0.0,,20.0,1.0,,,,,0.0,0.0,,,,6.0,,0.0,0.0,,1.0,0.0,,,0.0,,0.0,,0.0,0.0,,,,,0.0,,39.0,0.0,20.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,,19.0,,8.0,,0.0,20.0,20.0,,0.0,0.0,0.0,,,,,0.0,,0.0,,,
U71606317287512DF68959B,35001__50000_km_21749__31069_mi,20.0,yes,1,1_to_3_times_per_month,1_to_3_times_per_month,1_to_3_times_per_month,0_times_per_month,0_times_per_month,1_to_3_times_per_month,0_times_per_month,,,indoor_dimlight,2080,1_to_3_days_a_week,motores electricos.,25,male,motorcycle,desktop_keyboard,1.0,2.0,1.0,,14.0,4.0,,,0.0,0.0,,35.0,,,,2.0,2.0,2.0,,,,,,,0.0,1.0,,,,,,1.0,2.0,1.0,,0.0,2.0,,,,0.0,,,,2.0,0.0,4.0,,1.0,,,,,1.0,,0.0,1.0,,,,4.0,2.0,45.0,1.0,1.0,0.0,2.0,3.0,31.0,,2.0,1.0,1.0,,2.0,0.0,,,,2.0,,,,0.0,,,1.0,,22.0,0.0,,,7.0,1.0,5.0,,,,4.0,,2.0,19.0,,,,1.0,,,,3.0,,,,2.0,0.0,,33.0,3.0,0.0,,,,6.0,,,,,,,0.0,0.0,3.0,,,,,,1.0,,,6.0,1.0,1.0,,1.0,,1.0,2.0,14.0,2.0,1.0,1.0,,,21.0,,2.0,,,1.0,,,60.0,0.0,0.0,,14.0,1.0,,,,,,,,2.0,,0.0,4.0,,,,18.0,,0.0,,1.0,,0.0,1.0,2.0,0.0,2.0,,15.0,,0.0,0.0,8.0,0.0,,,18.0,0.0,,,,,0.0,
U71606315242745DF51489B,i_prefer_not_to_respond,,yes,1,0_times_per_month,i_prefer_not_to_respond,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,,,indoor_brightlight,2040,every_day,better insight for accidents,23,male,public_transportation,desktop_keyboard,,,,70.0,,60.0,9.0,83.0,100.0,40.0,0.0,,,19.0,,,0.0,,20.0,,,,,,,,,20.0,,0.0,0.0,,60.0,,29.0,8.0,7.0,0.0,,90.0,29.0,0.0,,0.0,,,,9.0,19.0,,3.0,,40.0,40.0,0.0,9.0,,,,0.0,,,84.0,,29.0,,29.0,,,,72.0,28.0,0.0,0.0,,,81.0,50.0,4.0,,,,,,0.0,40.0,20.0,,91.0,0.0,,0.0,,,69.0,,100.0,,0.0,0.0,10.0,,100.0,,,,0.0,30.0,96.0,,0.0,7.0,87.0,,,,50.0,,0.0,,6.0,,,0.0,60.0,,,40.0,,60.0,71.0,20.0,0.0,,,60.0,,0.0,0.0,,0.0,,28.0,,20.0,82.0,20.0,40.0,,,60.0,,69.0,19.0,,0.0,,,4.0,,,,,0.0,,81.0,49.0,,9.0,,,,0.0,,,,,,71.0,,50.0,,,0.0,0.0,,0.0,1.0,49.0,,,40.0,70.0,60.0,,,,,60.0,,,,,0.0,,0.0,,,,
U71606317799187DF37469B,0_km__mi,21.0,yes,2,i_prefer_not_to_respond,0_times_per_month,0_times_per_month,1_to_3_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,good,good,indoor_dimlight,2025,never,"limit speeds according to traffic for the vehicle, as a control mechanism",24,female,public_transportation,laptop_keyboard,,,,,,16.0,32.0,,,14.0,,57.0,,,,12.0,20.0,,32.0,,,27.0,35.0,,44.0,,30.0,,43.0,,,,15.0,28.0,,,32.0,,,34.0,,,33.0,,,25.0,37.0,,,56.0,12.0,,30.0,35.0,29.0,28.0,,11.0,20.0,,,31.0,45.0,29.0,42.0,23.0,44.0,,,,,,,,,,,,17.0,57.0,36.0,,,,89.0,12.0,,30.0,62.0,,,44.0,,29.0,,,,,,,,,43.0,8.0,18.0,,14.0,,,47.0,19.0,45.0,47.0,36.0,39.0,14.0,32.0,31.0,45.0,,,29.0,35.0,,21.0,,,,31.0,,,,,40.0,,32.0,11.0,,,29.0,,19.0,42.0,,,,34.0,28.0,,,67.0,30.0,73.0,,15.0,,44.0,12.0,43.0,11.0,13.0,,,,,,,26.0,,,,31.0,21.0,,41.0,8.0,41.0,43.0,7.0,43.0,53.0,10.0,,,,29.0,,,41.0,,56.0,,,30.0,,48.0,26.0,11.0,,,39.0,55.0,,,63.0,,30.0,,28.0,
U71606318018042DF41289B,25001__35000_km_15535__21748_mi,18.0,yes,1,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,,,indoor_dimlight,2030,every_day,more connected devices,38,male,private_vehicle,laptop_keyboard,,,40.0,60.0,,,29.0,,,11.0,,59.0,,,,18.0,38.0,31.0,22.0,,70.0,33.0,,30.0,30.0,7.0,,,19.0,,,,,,,,7.0,30.0,,,,,,,,,,20.0,,,17.0,11.0,34.0,11.0,40.0,,,9.0,,,,,69.0,55.0,21.0,19.0,,,,45.0,39.0,,,30.0,23.0,18.0,,,,,69.0,27.0,,,73.0,11.0,,,,38.0,52.0,,50.0,,,60.0,20.0,52.0,40.0,,31.0,39.0,,13.0,,,10.0,31.0,61.0,,,60.0,91.0,,,18.0,,31.0,,20.0,40.0,,10.0,,19.0,23.0,,10.0,,,,,26.0,39.0,,18.0,,19.0,19.0,,,31.0,,,40.0,19.0,29.0,,,,,,,29.0,,27.0,,19.0,26.0,19.0,18.0,20.0,,,26.0,,18.0,40.0,38.0,37.0,,,,,,,14.0,29.0,,16.0,37.0,10.0,,,,45.0,,20.0,,40.0,39.0,60.0,,,81.0,31.0,19.0,,31.0,,,34.0,,70.0,,20.0,,20.0,33.0,
U71606317334745DF74199B,1__1000_km_1__621_mi,18.0,yes,0,0_times_per_month,0_times_per_month,0_times_per_month,1_to_3_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,,,indoor_dimlight,2030,once_a_month_to_once_a_week,,33,male,public_transportation,laptop_keyboard,,,,60.0,,,0.0,,,0.0,,,,,22.0,11.0,,,69.0,,,,8.0,,,0.0,,,,,19.0,20.0,,39.0,,59.0,31.0,0.0,,80.0,0.0,,13.0,0.0,39.0,,8.0,,,,,,28.0,9.0,10.0,9.0,,,20.0,19.0,29.0,39.0,39.0,39.0,,19.0,,59.0,19.0,,0.0,,,,0.0,,,,10.0,,80.0,,,,0.0,0.0,70.0,17.0,,30.0,20.0,,,19.0,,,,,,,19.0,,,0.0,10.0,,,0.0,71.0,,,28.0,60.0,30.0,19.0,20.0,59.0,40.0,,,20.0,,,,8.0,,1.0,,,,10.0,,60.0,,,,0.0,,,,,,,20.0,,0.0,,30.0,39.0,12.0,19.0,,39.0,,,,,,19.0,,19.0,0.0,,0.0,19.0,,11.0,,19.0,0.0,39.0,,,,50.0,10.0,,,8.0,,10.0,0.0,40.0,0.0,19.0,12.0,,29.0,,,68.0,,70.0,50.0,,19.0,7.0,40.0,0.0,,,,,18.0,70.0,0.0,,30.0,,30.0
